Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Proto,Timestamp,class,attack_label
175.45.176.1,2723,149.171.126.7,6881,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.1,54201,149.171.126.6,53,udp,2015-01-23 00:00:00,Benign,0
59.166.0.7,2058,149.171.126.8,6881,tcp,2015-01-23 00:00:00,Benign,0
59.166.0.7,29924,149.171.126.2,80,tcp,2015-01-23 00:00:00,Benign,0
59.166.0.7,30969,149.171.126.8,6881,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.1,43123,149.171.126.7,6881,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.1,4359,149.171.126.7,6881,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.1,48078,149.171.126.7,6881,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.1,49164,149.171.126.8,53,udp,2015-01-23 00:00:00,Benign,0
175.45.176.1,6775,149.171.126.7,6881,tcp,2015-01-23 00:00:00,Benign,0
59.166.0.5,27868,149.171.126.6,25,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.0,28977,149.171.126.4,23880,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.0,52036,149.171.126.4,58279,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.1,47240,149.171.126.7,6881,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.1,50874,149.171.126.7,6881,tcp,2015-01-23 00:00:00,Benign,0
59.166.0.7,53401,149.171.126.8,6881,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.1,49352,149.171.126.8,53,udp,2015-01-23 00:00:00,Benign,0
59.166.0.7,52274,149.171.126.8,6881,tcp,2015-01-23 00:00:00,Benign,0
59.166.0.7,54755,149.171.126.0,53,udp,2015-01-23 00:00:00,Benign,0
175.45.176.1,46811,149.171.126.7,6881,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.1,47818,149.171.126.4,80,tcp,2015-01-23 00:00:00,Benign,0
59.166.0.4,5481,149.171.126.8,30333,tcp,2015-01-23 00:00:00,Benign,0
59.166.0.5,53635,149.171.126.2,53,udp,2015-01-23 00:00:00,Benign,0
59.166.0.7,27321,149.171.126.5,53,udp,2015-01-23 00:00:00,Benign,0
59.166.0.7,47233,149.171.126.8,6881,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.1,30364,149.171.126.5,80,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.1,49660,149.171.126.7,6881,tcp,2015-01-23 00:00:00,Benign,0
59.166.0.4,6931,149.171.126.2,49092,tcp,2015-01-23 00:00:00,Benign,0
59.166.0.5,26137,149.171.126.9,53,udp,2015-01-23 00:00:00,Benign,0
59.166.0.7,2957,149.171.126.8,6881,tcp,2015-01-23 00:00:00,Benign,0
59.166.0.7,27321,149.171.126.5,53,udp,2015-01-23 00:00:00,Benign,0
175.45.176.1,43123,149.171.126.7,6881,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.1,43886,149.171.126.7,6881,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.1,52441,149.171.126.7,6881,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.1,53750,149.171.126.7,6881,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.1,56344,149.171.126.4,53,udp,2015-01-23 00:00:00,Benign,0
175.45.176.0,24515,149.171.126.5,22460,tcp,2015-01-23 00:00:01,Benign,0
175.45.176.0,35900,149.171.126.3,6881,tcp,2015-01-23 00:00:01,Benign,0
175.45.176.0,59683,149.171.126.1,64558,tcp,2015-01-23 00:00:01,Benign,0
175.45.176.0,1632,149.171.126.3,6881,tcp,2015-01-23 00:00:01,Benign,0
175.45.176.0,33880,149.171.126.1,80,tcp,2015-01-23 00:00:01,Benign,0
175.45.176.0,63217,149.171.126.3,6881,tcp,2015-01-23 00:00:01,Benign,0
175.45.176.3,40559,149.171.126.9,53,udp,2015-01-23 00:00:01,Benign,0
59.166.0.5,17763,149.171.126.1,25,tcp,2015-01-23 00:00:01,Benign,0
59.166.0.9,35200,149.171.126.1,53,udp,2015-01-23 00:00:01,Benign,0
59.166.0.5,16274,149.171.126.9,53,udp,2015-01-23 00:00:01,Benign,0
175.45.176.0,20838,149.171.126.3,53,udp,2015-01-23 00:00:01,Benign,0
175.45.176.0,64353,149.171.126.3,6881,tcp,2015-01-23 00:00:01,Benign,0
175.45.176.0,64768,149.171.126.1,42593,udp,2015-01-23 00:00:01,Benign,0
175.45.176.0,15541,149.171.126.3,6881,tcp,2015-01-23 00:00:01,Benign,0
175.45.176.0,40208,149.171.126.9,53,udp,2015-01-23 00:00:01,Benign,0
175.45.176.0,58725,149.171.126.8,59515,tcp,2015-01-23 00:00:01,Benign,0
59.166.0.9,64039,149.171.126.6,143,tcp,2015-01-23 00:00:01,Benign,0
59.166.0.7,28888,149.171.126.9,80,tcp,2015-01-23 00:00:00,Benign,0
59.166.0.9,37674,149.171.126.0,53,udp,2015-01-23 00:00:01,Benign,0
59.166.0.5,33775,149.171.126.3,80,tcp,2015-01-23 00:00:00,Benign,0
175.45.176.0,17346,149.171.126.3,6881,tcp,2015-01-23 00:00:01,Benign,0
