Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Proto,Timestamp,class,attack_label
59.166.0.1,65509,149.171.126.6,53,udp,2015-01-22 22:00:00,Benign,0
59.166.0.2,63718,149.171.126.2,35622,tcp,2015-01-22 22:00:00,Benign,0
59.166.0.4,17923,149.171.126.5,5190,tcp,2015-01-22 22:00:00,Benign,0
59.166.0.0,34166,149.171.126.5,15094,tcp,2015-01-22 22:00:00,Benign,0
59.166.0.0,39646,149.171.126.8,44585,tcp,2015-01-22 22:00:00,Benign,0
59.166.0.8,14005,149.171.126.1,40319,tcp,2015-01-22 22:00:00,Benign,0
59.166.0.5,1238,149.171.126.5,63952,tcp,2015-01-22 22:00:00,Benign,0
59.166.0.8,11592,149.171.126.1,111,udp,2015-01-22 22:00:00,Benign,0
59.166.0.0,7587,149.171.126.8,111,udp,2015-01-22 22:00:00,Benign,0
59.166.0.2,15059,149.171.126.5,9785,tcp,2015-01-22 22:00:00,Benign,0
59.166.0.8,12939,149.171.126.5,111,udp,2015-01-22 22:00:00,Benign,0
59.166.0.8,14211,149.171.126.5,35343,udp,2015-01-22 22:00:00,Benign,0
59.166.0.1,59062,149.171.126.9,80,tcp,2015-01-22 22:00:00,Benign,0
59.166.0.8,12860,149.171.126.1,36840,udp,2015-01-22 22:00:00,Benign,0
59.166.0.0,16323,149.171.126.9,35734,tcp,2015-01-22 22:00:00,Benign,0
59.166.0.0,8941,149.171.126.8,3475,udp,2015-01-22 22:00:00,Benign,0
59.166.0.5,64340,149.171.126.4,37648,tcp,2015-01-22 22:00:00,Benign,0
59.166.0.1,5595,149.171.126.2,4302,tcp,2015-01-22 22:00:01,Benign,0
59.166.0.6,1812,149.171.126.9,111,udp,2015-01-22 22:00:01,Benign,0
59.166.0.6,50959,149.171.126.9,27279,tcp,2015-01-22 22:00:01,Benign,0
59.166.0.9,25794,149.171.126.1,54770,tcp,2015-01-22 22:00:01,Benign,0
59.166.0.2,59290,149.171.126.7,22,tcp,2015-01-22 22:00:00,Benign,0
59.166.0.8,34731,149.171.126.5,14037,tcp,2015-01-22 22:00:00,Benign,0
59.166.0.2,55656,149.171.126.3,1050,udp,2015-01-22 22:00:01,Benign,0
59.166.0.3,32839,149.171.126.5,53,udp,2015-01-22 22:00:01,Benign,0
59.166.0.2,62347,149.171.126.3,111,udp,2015-01-22 22:00:00,Benign,0
59.166.0.2,27296,149.171.126.3,55464,tcp,2015-01-22 22:00:01,Benign,0
59.166.0.0,48307,149.171.126.4,41643,tcp,2015-01-22 22:00:01,Benign,0
59.166.0.6,33092,149.171.126.0,31091,tcp,2015-01-22 22:00:01,Benign,0
59.166.0.0,5127,149.171.126.4,59699,tcp,2015-01-22 22:00:01,Benign,0
59.166.0.1,7123,149.171.126.6,5103,tcp,2015-01-22 22:00:01,Benign,0
59.166.0.6,49459,149.171.126.9,32879,udp,2015-01-22 22:00:01,Benign,0
59.166.0.0,47546,149.171.126.7,53,udp,2015-01-22 22:00:01,Benign,0
59.166.0.6,56968,149.171.126.1,53,udp,2015-01-22 22:00:01,Benign,0
59.166.0.8,4576,149.171.126.9,25,tcp,2015-01-22 22:00:01,Benign,0
59.166.0.9,27453,149.171.126.2,25339,tcp,2015-01-22 22:00:01,Benign,0
59.166.0.7,9771,149.171.126.3,5190,tcp,2015-01-22 22:00:01,Benign,0
59.166.0.8,46956,149.171.126.8,53,udp,2015-01-22 22:00:01,Benign,0
59.166.0.2,11362,149.171.126.0,6915,tcp,2015-01-22 22:00:02,Benign,0
59.166.0.6,16041,149.171.126.9,14032,tcp,2015-01-22 22:00:02,Benign,0
59.166.0.8,56136,149.171.126.4,53,udp,2015-01-22 22:00:02,Benign,0
59.166.0.1,22834,149.171.126.6,1636,tcp,2015-01-22 22:00:02,Benign,0
59.166.0.2,18704,149.171.126.0,15864,tcp,2015-01-22 22:00:02,Benign,0
59.166.0.6,33924,149.171.126.6,19374,tcp,2015-01-22 22:00:02,Benign,0
59.166.0.6,50233,149.171.126.1,80,tcp,2015-01-22 22:00:01,Benign,0
59.166.0.1,60684,149.171.126.4,5190,tcp,2015-01-22 22:00:02,Benign,0
59.166.0.2,12790,149.171.126.9,38566,tcp,2015-01-22 22:00:02,Benign,0
59.166.0.2,1823,149.171.126.8,18290,tcp,2015-01-22 22:00:02,Benign,0
59.166.0.1,62213,149.171.126.9,60290,tcp,2015-01-22 22:00:02,Benign,0
59.166.0.0,49350,149.171.126.4,21,tcp,2015-01-22 22:00:01,Benign,0
59.166.0.5,17423,149.171.126.1,40244,tcp,2015-01-22 22:00:02,Benign,0
59.166.0.5,1147,149.171.126.3,36045,tcp,2015-01-22 22:00:02,Benign,0
59.166.0.5,59414,149.171.126.9,5190,tcp,2015-01-22 22:00:02,Benign,0
59.166.0.0,6050,149.171.126.4,45637,tcp,2015-01-22 22:00:01,Benign,0
59.166.0.3,2962,149.171.126.9,80,tcp,2015-01-22 22:00:01,Benign,0
59.166.0.6,4475,149.171.126.9,3162,tcp,2015-01-22 22:00:01,Benign,0
59.166.0.4,16880,149.171.126.1,53,udp,2015-01-22 22:00:02,Benign,0
59.166.0.8,28273,149.171.126.3,80,tcp,2015-01-22 22:00:02,Benign,0
59.166.0.4,7420,149.171.126.7,46511,tcp,2015-01-22 22:00:03,Benign,0
59.166.0.2,12419,149.171.126.4,53,udp,2015-01-22 22:00:03,Benign,0
59.166.0.3,52993,149.171.126.3,61995,tcp,2015-01-22 22:00:03,Benign,0
59.166.0.4,38538,149.171.126.7,53,udp,2015-01-22 22:00:03,Benign,0
59.166.0.4,18567,149.171.126.5,80,tcp,2015-01-22 22:00:02,Benign,0
59.166.0.9,33192,149.171.126.1,59699,tcp,2015-01-22 22:00:03,Benign,0
59.166.0.9,1184,149.171.126.1,45637,tcp,2015-01-22 22:00:03,Benign,0
59.166.0.9,50882,149.171.126.1,21,tcp,2015-01-22 22:00:03,Benign,0
59.166.0.0,49656,149.171.126.7,53,udp,2015-01-22 22:00:03,Benign,0
59.166.0.2,15274,149.171.126.8,44321,tcp,2015-01-22 22:00:03,Benign,0
59.166.0.3,2663,149.171.126.2,52580,tcp,2015-01-22 22:00:03,Benign,0
59.166.0.8,33736,149.171.126.9,6881,tcp,2015-01-22 22:00:03,Benign,0
