Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Proto,Timestamp,class,attack_label
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
175.45.176.1,47364,149.171.126.14,111,tcp,2015-02-18 02:00:00, Reconnaissance ,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:00,Benign,0
59.166.0.3,44845,149.171.126.7,5190,tcp,2015-02-18 02:00:00,Benign,0
59.166.0.8,42294,149.171.126.4,42498,tcp,2015-02-18 02:00:00,Benign,0
59.166.0.8,59925,149.171.126.7,53,udp,2015-02-18 02:00:00,Benign,0
59.166.0.3,14962,149.171.126.9,12934,tcp,2015-02-18 02:00:00,Benign,0
59.166.0.3,13398,149.171.126.2,16883,tcp,2015-02-18 02:00:00,Benign,0
59.166.0.9,16456,149.171.126.4,53,udp,2015-02-18 02:00:00,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:00,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:00,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:00,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:00,Benign,0
59.166.0.4,22572,149.171.126.5,21298,tcp,2015-02-18 02:00:00,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:00,Benign,0
59.166.0.7,18351,149.171.126.5,5190,tcp,2015-02-18 02:00:00,Benign,0
59.166.0.8,36553,149.171.126.8,13864,tcp,2015-02-18 02:00:00,Benign,0
59.166.0.8,45880,149.171.126.6,43968,tcp,2015-02-18 02:00:00,Benign,0
59.166.0.4,34424,149.171.126.4,53,udp,2015-02-18 02:00:00,Benign,0
59.166.0.7,23732,149.171.126.5,60295,udp,2015-02-18 02:00:00,Benign,0
59.166.0.7,24770,149.171.126.5,23554,tcp,2015-02-18 02:00:00,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:00,Benign,0
59.166.0.4,1470,149.171.126.5,111,udp,2015-02-18 02:00:00,Benign,0
59.166.0.4,65515,149.171.126.5,14755,udp,2015-02-18 02:00:00,Benign,0
59.166.0.6,42675,149.171.126.0,48616,tcp,2015-02-18 02:00:00,Benign,0
59.166.0.7,60057,149.171.126.5,111,udp,2015-02-18 02:00:00,Benign,0
59.166.0.8,34224,149.171.126.7,7807,tcp,2015-02-18 02:00:00,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:00,Benign,0
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:00,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
59.166.0.9,18292,149.171.126.3,80,tcp,2015-02-18 02:00:00,Benign,0
59.166.0.6,33131,149.171.126.4,50908,tcp,2015-02-18 02:00:01,Benign,0
59.166.0.8,49484,149.171.126.8,53,udp,2015-02-18 02:00:01,Benign,0
59.166.0.0,43436,149.171.126.7,53088,tcp,2015-02-18 02:00:01,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:01,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:01,Benign,0
59.166.0.3,32301,149.171.126.5,32943,tcp,2015-02-18 02:00:01,Benign,0
59.166.0.6,53339,149.171.126.1,3713,tcp,2015-02-18 02:00:01,Benign,0
59.166.0.6,61426,149.171.126.9,61599,tcp,2015-02-18 02:00:01,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:01,Benign,0
59.166.0.3,47145,149.171.126.7,31955,tcp,2015-02-18 02:00:01,Benign,0
59.166.0.5,29202,149.171.126.9,25400,udp,2015-02-18 02:00:01,Benign,0
59.166.0.6,30826,149.171.126.3,22,tcp,2015-02-18 02:00:01,Benign,0
59.166.0.8,5069,149.171.126.7,25,tcp,2015-02-18 02:00:01,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:01,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:01,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:01,Benign,0
59.166.0.4,36498,149.171.126.1,143,tcp,2015-02-18 02:00:00,Benign,0
59.166.0.1,3937,149.171.126.8,52274,tcp,2015-02-18 02:00:01,Benign,0
59.166.0.1,53192,149.171.126.6,51799,tcp,2015-02-18 02:00:01,Benign,0
59.166.0.5,30473,149.171.126.9,28989,tcp,2015-02-18 02:00:01,Benign,0
59.166.0.5,27779,149.171.126.9,111,udp,2015-02-18 02:00:01,Benign,0
59.166.0.6,62020,149.171.126.6,60439,tcp,2015-02-18 02:00:01,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:01,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:01,Benign,0
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:01,Generic,1
175.45.176.1,49292,149.171.126.16,80,tcp,2015-02-18 02:00:01,Exploits,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:02,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:02,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:02,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:02,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:02,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:02,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:02,Generic,1
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:02,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:02,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:02,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:02,Benign,0
59.166.0.0,42924,149.171.126.2,5090,tcp,2015-02-18 02:00:01,Benign,0
59.166.0.5,6213,149.171.126.1,42731,tcp,2015-02-18 02:00:01,Benign,0
59.166.0.5,35809,149.171.126.2,16241,tcp,2015-02-18 02:00:02,Benign,0
59.166.0.9,17822,149.171.126.3,5190,tcp,2015-02-18 02:00:02,Benign,0
59.166.0.5,15308,149.171.126.2,39325,tcp,2015-02-18 02:00:02,Benign,0
59.166.0.5,12458,149.171.126.2,21,tcp,2015-02-18 02:00:02,Benign,0
59.166.0.9,19422,149.171.126.6,5190,tcp,2015-02-18 02:00:02,Benign,0
59.166.0.9,19568,149.171.126.3,35772,tcp,2015-02-18 02:00:02,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:02,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:02,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:02,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:02,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:02,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:02,Benign,0
59.166.0.6,44402,149.171.126.0,45631,tcp,2015-02-18 02:00:01,Benign,0
59.166.0.9,21068,149.171.126.7,19208,tcp,2015-02-18 02:00:02,Benign,0
59.166.0.2,23676,149.171.126.5,53,udp,2015-02-18 02:00:02,Benign,0
59.166.0.9,15743,149.171.126.6,53,udp,2015-02-18 02:00:02,Benign,0
59.166.0.3,12943,149.171.126.2,9962,tcp,2015-02-18 02:00:02,Benign,0
59.166.0.5,38657,149.171.126.2,53,udp,2015-02-18 02:00:02,Benign,0
59.166.0.5,45812,149.171.126.2,43699,tcp,2015-02-18 02:00:02,Benign,0
59.166.0.8,23697,149.171.126.3,80,tcp,2015-02-18 02:00:00,Benign,0
59.166.0.3,14486,149.171.126.0,12546,tcp,2015-02-18 02:00:02,Benign,0
59.166.0.5,34887,149.171.126.2,56909,tcp,2015-02-18 02:00:02,Benign,0
59.166.0.6,10142,149.171.126.5,45968,tcp,2015-02-18 02:00:02,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:02,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:02,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:02,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:02,Benign,0
59.166.0.2,25461,149.171.126.1,25,tcp,2015-02-18 02:00:02,Benign,0
59.166.0.7,19747,149.171.126.4,53,udp,2015-02-18 02:00:02,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:02,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:02,Benign,0
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:02,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:02,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:03,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:03,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:03,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:03,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:03,Generic,1
59.166.0.5,28057,149.171.126.2,53,udp,2015-02-18 02:00:03,Benign,0
59.166.0.9,17393,149.171.126.0,80,tcp,2015-02-18 02:00:02,Benign,0
59.166.0.2,39349,149.171.126.3,143,tcp,2015-02-18 02:00:03,Benign,0
59.166.0.9,48575,149.171.126.4,46506,tcp,2015-02-18 02:00:03,Benign,0
59.166.0.8,48762,149.171.126.2,53,udp,2015-02-18 02:00:03,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:03,Benign,0
59.166.0.0,52443,149.171.126.5,30849,tcp,2015-02-18 02:00:03,Benign,0
59.166.0.5,39174,149.171.126.7,45170,tcp,2015-02-18 02:00:03,Benign,0
59.166.0.8,10309,149.171.126.4,53,udp,2015-02-18 02:00:03,Benign,0
59.166.0.9,49852,149.171.126.9,53,udp,2015-02-18 02:00:03,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:03,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:03,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:03,Benign,0
59.166.0.4,3342,149.171.126.0,32783,tcp,2015-02-18 02:00:03,Benign,0
59.166.0.4,5818,149.171.126.1,46452,tcp,2015-02-18 02:00:03,Benign,0
59.166.0.5,7708,149.171.126.7,48378,tcp,2015-02-18 02:00:03,Benign,0
59.166.0.9,2891,149.171.126.8,5612,tcp,2015-02-18 02:00:03,Benign,0
59.166.0.0,50734,149.171.126.0,64849,tcp,2015-02-18 02:00:03,Benign,0
59.166.0.7,56211,149.171.126.8,5190,tcp,2015-02-18 02:00:02,Benign,0
59.166.0.7,59484,149.171.126.7,80,tcp,2015-02-18 02:00:02,Benign,0
59.166.0.2,7758,149.171.126.2,53,udp,2015-02-18 02:00:03,Benign,0
59.166.0.8,7405,149.171.126.5,25,tcp,2015-02-18 02:00:03,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:03,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:03,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:03,Benign,0
149.171.126.12,1043,175.45.176.0,53,udp,2015-02-18 02:00:03,Benign,0
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:03,Generic,1
175.45.176.1,17088,149.171.126.11,80,tcp,2015-02-18 02:00:03,DoS,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:03,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:03,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:04,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:04,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:04,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:04,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:04,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:04,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:04,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:04,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:04,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:04,Generic,1
175.45.176.0,1043,149.171.126.12,53,udp,2015-02-18 02:00:04,Generic,1
175.45.176.0,47439,149.171.126.12,53,udp,2015-02-18 02:00:04,Generic,1
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:04,Benign,0
149.171.126.12,47439,175.45.176.0,53,udp,2015-02-18 02:00:04,Benign,0
