Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Proto,Timestamp,class,attack_label
149.171.126.14,179,175.45.176.3,33159,tcp,2015-02-18 00:23:28,Benign,0
175.45.176.3,22592,149.171.126.16,143,tcp,2015-02-18 00:23:28,Benign,0
175.45.176.0,62762,149.171.126.16,56430,tcp,2015-02-18 00:23:28,Benign,0
175.45.176.0,45235,149.171.126.16,21,tcp,2015-02-18 00:23:28,Benign,0
175.45.176.3,62994,149.171.126.14,179,tcp,2015-02-18 00:23:29,Benign,0
175.45.176.3,43722,149.171.126.14,179,tcp,2015-02-18 00:23:28,Benign,0
175.45.176.3,62708,149.171.126.14,179,tcp,2015-02-18 00:23:29,Benign,0
175.45.176.3,63945,149.171.126.14,179,tcp,2015-02-18 00:23:30,Benign,0
175.45.176.3,60835,149.171.126.14,179,tcp,2015-02-18 00:23:31,Benign,0
175.45.176.3,63888,149.171.126.14,179,tcp,2015-02-18 00:23:31,Benign,0
175.45.176.2,52515,149.171.126.16,3057,tcp,2015-02-18 00:23:31,Benign,0
175.45.176.0,40755,149.171.126.18,25,tcp,2015-02-18 00:23:30,Benign,0
175.45.176.3,62899,149.171.126.14,179,tcp,2015-02-18 00:23:32,Benign,0
175.45.176.2,5068,149.171.126.17,111,tcp,2015-02-18 00:23:32,Benign,0
175.45.176.3,44449,149.171.126.14,179,tcp,2015-02-18 00:23:32,Benign,0
175.45.176.2,61809,149.171.126.19,161,udp,2015-02-18 00:23:33,Benign,0
175.45.176.3,40414,149.171.126.14,179,tcp,2015-02-18 00:23:35,Benign,0
175.45.176.1,4657,149.171.126.18,80,tcp,2015-02-18 00:23:35,Benign,0
175.45.176.3,44444,149.171.126.14,179,tcp,2015-02-18 00:23:34,Benign,0
175.45.176.3,62969,149.171.126.14,179,tcp,2015-02-18 00:23:36,Benign,0
175.45.176.3,62893,149.171.126.14,179,tcp,2015-02-18 00:23:36,Benign,0
175.45.176.3,32473,149.171.126.18,80,tcp,2015-02-18 00:23:37,Benign,0
175.45.176.3,1025,149.171.126.11,21,tcp,2015-02-18 00:23:36,Benign,0
175.45.176.2,58820,149.171.126.16,5682,tcp,2015-02-18 00:23:38,Benign,0
175.45.176.3,65534,149.171.126.14,179,tcp,2015-02-18 00:23:37,Benign,0
175.45.176.3,62942,149.171.126.14,179,tcp,2015-02-18 00:23:38,Benign,0
175.45.176.3,63313,149.171.126.14,179,tcp,2015-02-18 00:23:39,Benign,0
175.45.176.2,59386,149.171.126.19,8020,tcp,2015-02-18 00:23:40,Benign,0
175.45.176.0,21873,149.171.126.14,80,tcp,2015-02-18 00:23:41,Benign,0
175.45.176.0,15816,149.171.126.10,5060,udp,2015-02-18 00:23:43,Benign,0
175.45.176.0,49194,149.171.126.17,80,tcp,2015-02-18 00:23:42,Benign,0
175.45.176.2,2085,149.171.126.14,631,tcp,2015-02-18 00:23:43,Benign,0
175.45.176.1,51435,149.171.126.14,80,tcp,2015-02-18 00:23:44,Benign,0
175.45.176.2,33692,149.171.126.12,111,udp,2015-02-18 00:23:46,Benign,0
175.45.176.1,64694,149.171.126.19,80,tcp,2015-02-18 00:23:47,Benign,0
175.45.176.0,16726,149.171.126.10,80,tcp,2015-02-18 00:23:48,Benign,0
175.45.176.0,8465,149.171.126.10,111,udp,2015-02-18 00:23:49,Benign,0
175.45.176.3,16086,149.171.126.16,111,tcp,2015-02-18 00:23:50,Benign,0
175.45.176.2,52231,149.171.126.12,8983,tcp,2015-02-18 00:23:51,Benign,0
175.45.176.3,49528,149.171.126.12,80,tcp,2015-02-18 00:23:53,Benign,0
175.45.176.2,46430,149.171.126.10,9111,tcp,2015-02-18 00:23:54,Benign,0
175.45.176.0,4893,149.171.126.14,80,tcp,2015-02-18 00:23:55,Benign,0
175.45.176.0,26782,149.171.126.13,111,udp,2015-02-18 00:23:57,Benign,0
175.45.176.2,50028,149.171.126.14,80,tcp,2015-02-18 00:23:57,Benign,0
175.45.176.2,10975,149.171.126.14,80,tcp,2015-02-18 00:23:57,Benign,0
175.45.176.0,7302,149.171.126.18,80,tcp,2015-02-18 00:23:59,Exploits,1
175.45.176.3,11980,149.171.126.14,80,tcp,2015-02-18 00:23:59,Benign,0
175.45.176.0,60731,149.171.126.11,111,tcp,2015-02-18 00:24:00,Benign,0
175.45.176.3,35333,149.171.126.11,80,tcp,2015-02-18 00:24:01,Benign,0
175.45.176.0,60595,149.171.126.17,25,tcp,2015-02-18 00:24:02,Benign,0
175.45.176.1,25119,149.171.126.17,111,udp,2015-02-18 00:24:03,Benign,0
175.45.176.2,6621,149.171.126.16,139,tcp,2015-02-18 00:24:04,Benign,0
175.45.176.2,36063,149.171.126.19,111,tcp,2015-02-18 00:24:05,Benign,0
175.45.176.3,12254,149.171.126.12,111,tcp,2015-02-18 00:24:07,Benign,0
10.40.85.1,0,10.40.85.30,0,arp,2015-02-18 00:23:29,Benign,0
175.45.176.2,47036,149.171.126.13,445,tcp,2015-02-18 00:24:08,Benign,0
175.45.176.2,13304,149.171.126.19,80,tcp,2015-02-18 00:24:10,Benign,0
10.40.182.3,0,10.40.182.3,0,arp,2015-02-18 00:24:11,Benign,0
10.40.170.2,0,10.40.170.2,0,arp,2015-02-18 00:24:11,Benign,0
175.45.176.0,53422,149.171.126.12,111,udp,2015-02-18 00:24:11,Benign,0
175.45.176.3,11441,149.171.126.10,80,tcp,2015-02-18 00:24:12,Benign,0
175.45.176.1,21960,149.171.126.11,111,tcp,2015-02-18 00:24:13,Benign,0
175.45.176.2,15047,149.171.126.17,111,tcp,2015-02-18 00:24:14,Benign,0
